YY  MM DD hhmm     LAT      LON WDIR WSPD GST   PRES   ATMP  WTMP  DEWP  WVHT  DPD
2022 10 25 1230   25.97   -89.83 164  6.6  7.3 1013.4   27.4  27.6  24.1   1.3    5
2022 10 25 1330   25.98   -89.82 170  7.1  8.1 1013.7   27.4  27.6  23.6   1.2    6
2022 10 25 1430   25.99   -89.81 172  5.9  6.6 1014.3   27.6  27.6  24.0   1.4    5
2022 10 25 1530   25.98   -89.82 151  7.1  7.7 1014.6   27.7  27.7  23.7   1.3    5
2022 10 25 1630   25.98   -89.83 155  7.0  8.1 1014.7   27.6  27.7  24.3   1.3    6
2022 10 25 1730   25.99   -89.82 152  5.4  6.2 1014.5   26.7  27.7  23.9   1.3    6
2022 10 25 1830   26.01   -89.82 135  6.6  7.6 1013.3   25.7  27.7  23.7   1.3    5
2022 10 25 1930   25.97   -89.84 159  5.1  6.1 1012.5   26.4  27.7  24.1   1.4    5
2022 10 25 2030   25.98   -89.83 228  6.6  8.0 1012.3   25.4  27.7  23.2   1.4    6
2022 10 25 2130   25.99   -89.82 212  4.7  5.1 1011.7   26.7  27.7  23.7   1.2    6
2022 10 25 2230   25.99   -89.82 174  5.0  5.7 1011.5   25.1  27.6  23.5   1.3    6
2022 10 25 2330   26.00   -89.82 239  3.4  3.9 1011.8   25.7  27.6  23.2   1.1    6
2022 10 26 0030   25.99   -89.81  31  3.8  4.3 1012.5   26.1  27.6  24.3   1.2    5
2022 10 26 0130   25.98   -89.81  78  3.6  4.0 1013.1   26.2  27.6  24.2   1.2    5
2022 10 26 0230   25.97   -89.81 192  2.0  2.6 1013.1   26.2  27.6  24.3   1.1    6
2022 10 26 0330   25.97   -89.82 195  4.8  5.4 1013.3   26.5  27.7  24.5   1.1    5
2022 10 26 0430   25.96   -89.82 221  4.0  4.5 1013.5   26.6  27.7  24.5   1.2    6
2022 10 26 0530   25.96   -89.82 202  2.3  2.8 1013.1   26.7  27.7  24.7   1.1    6
2022 10 26 0630   25.95   -89.82 332  5.5  6.3 1012.9   25.6  27.7  24.1   1.1    5
2022 10 26 0730   25.94   -89.81 333  8.1  9.1 1012.9   26.0  27.6  23.2   1.1    6
2022 10 26 0830   25.94   -89.80 335  7.5  8.3 1012.6   25.7  27.6  22.5   1.2    6
2022 10 26 0930   25.92   -89.83 335  8.8  9.8 1012.1   25.7  27.7  21.8   1.2    5
2022 10 26 1030   25.92   -89.82 338  7.9  9.1 1012.5   25.3  27.6  21.1   1.3    6
2022 10 26 1130   25.92   -89.81 345  7.6  8.7 1012.8   25.0  27.6  20.7   1.4    8
2022 10 26 1230   25.90   -89.83 340  7.7  8.7 1013.3   25.0  27.6  20.6   1.4    7
2022 10 26 1330   25.90   -89.82 351  7.4  8.2 1014.2   24.9  27.6  20.0   1.3    7
2022 10 26 1430   25.90   -89.81   3  7.3  8.4 1014.8   25.0  27.6  19.8   1.3    7
2022 10 26 1530   25.90   -89.82 354  7.7  8.6 1015.1   24.9  27.6  19.9   1.3    7
2022 10 26 1630   25.89   -89.81  15  7.0  7.8 1015.5   24.9  27.6  19.8   1.4    7
2022 10 26 1730   25.88   -89.81   5  7.4  8.3 1015.3   24.7  27.6  19.8   1.4    7
2022 10 26 1830   25.88   -89.82  13  7.6  8.9 1014.6   24.3  27.6  19.2   1.4    7
2022 10 26 1930   25.89   -89.84  11  5.7  6.3 1014.0   24.0  27.6  18.4   1.4    6
2022 10 26 2030   25.88   -89.83  16  5.9  7.2 1013.7   24.0  27.6  18.5   1.4    7
2022 10 26 2130   25.87   -89.81   9  5.1  5.5 1013.2   23.8  27.6  18.2   1.3    7
2022 10 26 2230   25.86   -89.79  16  6.0  6.8 1013.0   24.1  27.6  18.7   1.4    7
2022 10 26 2330   25.85   -89.79   8  6.8  7.8 1013.2   23.6  27.6  17.6   1.2    7
2022 10 27 0030   25.84   -89.79  20  5.5  7.0 1013.5   23.5  27.6  17.7   1.2    7
2022 10 27 0130   25.82   -89.77  29  5.8  6.8 1014.1   23.5  27.6  17.6   1.2    6
2022 10 27 0230   25.80   -89.75  23  4.5  5.4 1014.4   23.3  27.6  17.1   1.0    7
2022 10 27 0330   25.78   -89.73  31  5.3  6.4 1014.4   23.4  27.6  17.5   1.0    7
2022 10 27 0430   25.77   -89.74  26  4.4  5.7 1014.7   23.3  27.6  17.5   1.0    6
2022 10 27 0530   25.75   -89.74  23  3.9  5.0 1014.5   23.3  27.6  17.4   1.0    6
2022 10 27 0630   25.74   -89.74 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.9    6
2022 10 27 0730   25.72   -89.74 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.9    6
2022 10 27 0830   25.70   -89.74 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.8    6
2022 10 27 0930   25.69   -89.75 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.7    6
2022 10 27 1030   25.67   -89.76 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    6
2022 10 27 1130   25.66   -89.77 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.7    5
2022 10 27 1230   25.65   -89.79 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.7    5
2022 10 27 1330   25.65   -89.80 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    5
2022 10 27 1430   25.65   -89.81 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    6
2022 10 27 1530   25.65   -89.82 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    5
2022 10 27 1630   25.65   -89.83 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    5
2022 10 27 1730   25.65   -89.84 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 27 1830   25.66   -89.85 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 27 1930   25.65   -89.86 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 27 2030   25.65   -89.88 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 27 2130   25.65   -89.89 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 27 2230   25.66   -89.90 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 27 2330   25.66   -89.90 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 28 0030   25.67   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 28 0130   25.68   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 28 0230   25.69   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    4
2022 10 28 0330   25.70   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 28 0430   25.71   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    5
2022 10 28 0530   25.72   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    3
2022 10 28 0630   25.73   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    3
2022 10 28 0730   25.74   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    3
2022 10 28 0830   25.75   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    3
2022 10 28 0930   25.76   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    3
2022 10 28 1030   25.78   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.4    3
2022 10 28 1130   25.79   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    3
2022 10 28 1230   25.80   -89.91 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    3
2022 10 28 1330   25.81   -89.90 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    3
2022 10 28 1430   25.82   -89.89 125  6.6  7.4 1016.6   26.4  27.6  22.5   0.5    3
2022 10 28 1530   25.83   -89.88 123  6.3  7.3 1017.0   26.4  27.6  22.4   0.5    4
2022 10 28 1630   25.85   -89.87 124  6.9  8.0 1017.1   26.6  27.7  22.9   0.6    3
2022 10 28 1730   25.86   -89.86 121  6.5  7.2 1016.7   26.6  27.7  22.9   0.6    4
2022 10 28 1830   25.87   -89.85 125  5.5  6.3 1016.4   26.8  27.7  22.9   0.6    4
2022 10 28 1930   25.88   -89.85 114  5.8  6.3 1015.7   26.9  27.7  23.1   0.6    4
2022 10 28 2030   25.89   -89.84 124  5.7  6.3 1015.2   27.0  27.7  23.0   0.6    4
2022 10 28 2130   25.90   -89.84 128  6.2  6.8 1015.2   27.0  27.7  23.1   0.6    4
2022 10 28 2230   25.91   -89.84 120  5.7  6.4 1015.5   26.8  27.7  23.4   0.6    3
2022 10 28 2330   25.92   -89.83 123  5.4  7.0 1015.7   26.8  27.7  23.5   0.6    3
2022 10 29 0030   25.94   -89.83 110  7.1  7.8 1016.0   26.8  27.6  23.7   0.6    4
2022 10 29 0130   25.95   -89.83 108  7.5  8.2 1016.9   26.9  27.6  23.7   0.6    4
2022 10 29 0230   25.92   -89.83 110  7.4  8.3 1017.1   26.9  27.6  24.0   0.7    3
2022 10 29 0330   25.95   -89.83 115  7.8  9.2 1016.9   27.0  27.6  24.4   0.7    5
2022 10 29 0430   25.92   -89.83 119  9.3 10.4 1017.0   26.9  27.6  23.8   0.8    3
2022 10 29 0530   25.95   -89.83 128  8.3  9.0 1017.0   27.0  27.6  23.6   0.8    4
2022 10 29 0630   25.92   -89.83 125  7.8  8.5 1016.4   26.9  27.6  23.7   1.0    3
2022 10 29 0730   25.94   -89.83 126  6.8  7.5 1016.8   27.0  27.6  23.6   0.9    4
2022 10 29 0830   25.94   -89.83 125  8.0  9.1 1016.4   27.1  27.6  24.0   0.9    5
2022 10 29 0930   25.93   -89.83 115  7.7  8.4 1016.3   26.9  27.5  23.5   1.0    4
2022 10 29 1030   25.95   -89.83 122  7.0  8.0 1016.5   27.1  27.5  22.7   0.9    4
2022 10 29 1130   25.93   -89.83 132  9.5 10.3 1015.9   27.0  27.5  22.8   1.0    4
2022 10 29 1230   25.95   -89.83 151  6.7  7.5 1017.1   26.9  27.5  23.1   0.9    5
2022 10 29 1330   25.93   -89.83 141  6.6  7.4 1017.0   26.8  27.5  23.3   0.9    4
2022 10 29 1430   25.92   -89.83 149  5.3  5.9 1018.0   26.9  27.5  22.9   0.9    4
2022 10 29 1530   25.93   -89.83 143  6.9  7.7 1018.0   27.0  27.5  23.1   0.9    5
2022 10 29 1630   25.95   -89.83 149  7.0  7.3 1018.0   27.2  27.6  23.5   0.9    5
2022 10 29 1730   25.94   -89.82 159  7.7  8.5 1017.9   27.2  27.6  23.3   1.0    5
2022 10 29 1830   25.92   -89.83 190  7.0  7.8 1017.2   25.4  27.5  23.2   1.0    5
2022 10 29 1930   25.93   -89.83 190  6.8  7.6 1016.3   26.2  27.6  23.0   1.1    4
2022 10 29 2030   25.93   -89.83 182  4.6  5.0 1015.8   26.4  27.5  23.3   1.0    5
2022 10 29 2130   25.93   -89.85 187  4.9  5.4 1015.6   26.9  27.6  24.1   1.0    5
2022 10 29 2230   25.93   -89.85 203  5.0  6.0 1015.6   27.1  27.5  23.8   0.9    5
2022 10 29 2330   25.92   -89.83 198  4.7  5.4 1015.6   27.3  27.6  23.2   0.9    5
2022 10 30 0030   25.92   -89.85 187  4.4  4.8 1015.8   27.1  27.5  22.6   0.9    5
2022 10 30 0130   25.92   -89.85 180  4.1  4.8 1016.1   27.2  27.5  23.0   0.9    5
2022 10 30 0230   25.92   -89.85 171  5.0  5.5 1016.1   27.3  27.5  23.4   0.9    5
2022 10 30 0330   25.91   -89.83 213  3.6  4.1 1016.2   26.5  27.5  23.1   1.0    5
2022 10 30 0430   25.91   -89.83 220  4.6  5.0 1016.2   25.1  27.5  22.6   1.2    8
2022 10 30 0530   25.91   -89.83 226  6.5  7.5 1015.7   25.6  27.5  22.7   1.2    8
2022 10 30 0630   25.92   -89.84 242  5.2  5.8 1015.1   25.5  27.5  22.9   1.3    8
2022 10 30 0730   25.92   -89.83 318  5.7  6.3 1014.7   25.8  27.5  22.8   1.4    8
2022 10 30 0830   25.93   -89.83 320  6.4  7.1 1014.6   25.8  27.5  22.7   1.4    7
2022 10 30 0930   25.93   -89.83 325  5.3  6.3 1014.4   25.8  27.4  22.6   1.4    7
2022 10 30 1030   25.93   -89.83 311  4.6  5.2 1014.6   25.6  27.5  22.3   1.3    7
2022 10 30 1130   25.93   -89.82 334  5.3  5.8 1014.7   25.5  27.5  22.0   1.4    7
2022 10 30 1230   25.93   -89.82 322  5.4  6.4 1015.1   25.5  27.5  21.7   1.3    6
2022 10 30 1330   25.93   -89.82 320  4.3  4.9 1015.6   25.4  27.5  21.1   1.3    7
2022 10 30 1430   25.93   -89.82 321  3.7  4.4 1016.2   25.5  27.5  21.0   1.2    7
2022 10 30 1530   25.92   -89.82 307  3.2  4.1 1016.7   25.4  27.5  20.2   1.2    7
2022 10 30 1630   25.91   -89.82 315  4.2  4.8 1016.9   25.4  27.6  20.6   1.2    7
2022 10 30 1730   25.90   -89.82 322  3.6  4.2 1016.4   25.3  27.7  20.3   1.1    6
2022 10 30 1830   25.89   -89.82 329  4.5  5.3 1015.9   25.2  27.7  20.0   1.1    7
2022 10 30 1930   25.88   -89.82 317  4.6  5.4 1015.1   25.3  27.7  19.7   1.1    6
2022 10 30 2030   25.87   -89.83 351  3.4  4.0 1014.2   25.3  27.7  19.1   1.0    7
2022 10 30 2130   25.86   -89.83 335  4.4  5.0 1013.7   25.6  27.7  19.4   1.0    6
2022 10 30 2230   25.84   -89.84 349  3.3  3.7 1013.7   25.3  27.7  18.9   1.0    6
2022 10 30 2330   25.82   -89.85 326  1.8  2.1 1013.9   25.2  27.6  18.4   0.9    6
2022 10 31 0030   25.80   -89.87 341  3.1  3.7 1014.3   25.1  27.6  19.3   1.0    6
2022 10 31 0130   25.78   -89.89 348  4.6  5.1 1014.8   24.9  27.5  19.2   0.9    6
2022 10 31 0230   25.76   -89.92 341  4.5  5.0 1015.1   25.1  27.5  19.6  99.0   99
2022 10 31 0330   25.74   -89.95 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.9    6
2022 10 31 0430   25.72   -89.97 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.9    5
2022 10 31 0530   25.71   -89.99 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.8    6
2022 10 31 0630   25.70   -90.01 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.8    5
2022 10 31 0730   25.69   -90.03 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.8    5
2022 10 31 0830   25.69   -90.04 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.7    5
2022 10 31 0930   25.68   -90.06 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.7    5
2022 10 31 1030   25.68   -90.08 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.7    5
2022 10 31 1130   25.68   -90.09 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.7    5
2022 10 31 1230   25.68   -90.11 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    5
2022 10 31 1330   25.69   -90.12 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    5
2022 10 31 1430   25.69   -90.12 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    5
2022 10 31 1530   25.69   -90.13 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 31 1630   25.69   -90.14 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 31 1730   25.70   -90.15 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 31 1830   25.70   -90.15 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 31 1930   25.71   -90.16 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 10 31 2030   25.71   -90.17 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    4
2022 10 31 2130   25.72   -90.17 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    4
2022 10 31 2230   25.74   -90.18 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    4
2022 10 31 2330   25.75   -90.19 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.5    5
2022 11 01 0030   25.76   -90.19 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    4
2022 11 01 0130   25.78   -90.19 999 99.0 99.0 9999.0  999.0 999.0 999.0   0.6    5
2022 11 01 0230   25.80   -90.19  59  6.8  7.6 1016.6   25.6  27.5  20.8   0.6    3
2022 11 01 0330   25.81   -90.19  67  6.3  7.5 1016.7   25.5  27.5  21.3   0.6    3
2022 11 01 0430   25.83   -90.19  69  7.0  7.8 1016.8   25.4  27.5  21.8   0.7    3
2022 11 01 0530   25.85   -90.20  70  6.3  6.9 1016.6   25.4  27.5  21.9   0.7    3
2022 11 01 0630   25.87   -90.19  71  6.9  7.6 1016.3   25.4  27.5  22.1   0.7    3
2022 11 01 0730   25.89   -90.19  68  6.6  7.3 1016.5   25.4  27.4  22.1   0.7    3
2022 11 01 0830   25.91   -90.18  61  7.3  8.4 1016.4   25.6  27.4  22.5   0.7    3
2022 11 01 0930   25.92   -90.17  64  8.3  9.7 1016.1   25.8  27.5  23.0   0.8    4
2022 11 01 1030   25.94   -90.17  60  7.6  8.1 1016.5   25.7  27.5  22.8   0.8    3
2022 11 01 1130   25.94   -90.15  68  7.5  8.5 1017.0   25.6  27.5  22.6   0.8    3
2022 11 01 1230   25.96   -90.14  67  7.5  8.4 1017.6   25.9  27.5  22.8   0.8    3
2022 11 01 1330   25.98   -90.14  67  6.8  7.8 1018.3   26.1  27.5  22.8   0.8    4
2022 11 01 1430   26.00   -90.13  67  8.0  9.0 1018.8   26.1  27.5  22.6   0.8    4
2022 11 01 1530   26.02   -90.11  86 10.1 11.3 1018.8   25.8  27.5  23.4   0.9    3
2022 11 01 1630   26.04   -90.09  76  7.3  8.3 1018.7   26.0  27.5  22.0   1.0    4
2022 11 01 1730   26.05   -90.08  73  7.7  8.4 1018.0   26.5  27.5  23.6   1.0    4
2022 11 01 1830   26.07   -90.07  81  7.6  8.9 1017.5   26.3  27.5  23.2   1.0    4
2022 11 01 1930   26.08   -90.05  80  9.6 10.4 1017.0   26.4  27.6  23.6   1.1    4
2022 11 01 2030   26.10   -90.04  71  7.6  9.8 1017.3   26.2  27.5  23.4   1.1    4
2022 11 01 2130   26.12   -90.03  70  9.5 10.4 1017.5   26.0  27.5  23.3   1.1    5
2022 11 01 2230   26.13   -90.02  72  7.2  7.9 1018.0   25.8  27.5  23.3   1.2    5
2022 11 01 2330   26.11   -90.00  66  8.8  9.7 1018.6   25.2  27.5  23.2   1.1    4
2022 11 02 0030   26.09   -89.97  57  9.8 11.1 1018.7   24.8  27.4  22.0   1.2    4
2022 11 02 0130   26.07   -89.94  58  9.9 10.6 1019.4   25.4  27.4  22.9   1.3    4
2022 11 02 0230   26.05   -89.91  72  9.2 10.2 1019.9   25.8  27.5  23.7   1.3    4
2022 11 02 0330   26.03   -89.89  79  9.1 10.3 1019.9   26.1  27.5  23.2   1.1    5
2022 11 02 0430   26.00   -89.87  83  8.1  9.3 1019.6   26.0  27.4  23.1   1.2    5
2022 11 02 0530   26.02   -89.87  79  8.4  9.2 1019.3   26.1  27.4  23.5   1.2    5
2022 11 02 0630   26.01   -89.85  81  7.8  8.9 1019.1   26.2  27.4  23.9   1.2    5
2022 11 02 0730   25.98   -89.84  85  7.7  8.4 1018.9   26.3  27.4  23.8   1.1    6
2022 11 02 0830   25.96   -89.83  61  7.0  7.7 1018.7   26.5  27.4  24.3   1.1    5
2022 11 02 0930   25.96   -89.83  59  6.8  7.7 1019.0   26.6  27.4  24.3   1.1    6
2022 11 02 1030   25.97   -89.84  51  7.8  8.6 1019.1   26.1  27.4  24.4   1.1    6
2022 11 02 1130   25.98   -89.83  52  7.8  8.7 1019.6   26.3  27.4  24.1   1.1    5
2022 11 02 1230   25.99   -89.83  57  7.0  8.0 1020.1   26.6  27.4  24.4   1.1    6
2022 11 02 1330   26.00   -89.82  63  8.6  9.9 1020.9   26.4  27.4  24.2   1.1    6
2022 11 02 1430   26.02   -89.82  65  8.0  9.4 1021.4   26.6  27.5  24.0   1.1    5
2022 11 02 1530   25.99   -89.83  60  7.6  8.5 1021.7   26.5  27.5  24.3   1.1    6
2022 11 02 1630   26.00   -89.82  70  7.9  8.7 1021.4   26.6  27.5  24.1   1.2    5
2022 11 02 1730   26.02   -89.81  73  7.1  7.8 1020.9   26.4  27.5  23.7   1.1    4
2022 11 02 1830   25.99   -89.82  68  7.6  8.0 1019.9   26.5  27.6  24.1   1.2    4
2022 11 02 1930   25.99   -89.83  64  7.2  7.6 1019.2   26.7  27.6  24.0   1.1    6
2022 11 02 2030   26.00   -89.83  52  8.3  9.3 1019.0   26.5  27.6  24.0   1.0    5
2022 11 02 2130   26.01   -89.83  66  8.3  9.1 1019.1   26.3  27.6  23.3   1.1    6
2022 11 02 2230   26.02   -89.82  69  7.7  8.4 1019.2   26.4  27.6  23.9   1.1    6
2022 11 02 2330   26.03   -89.82  58  9.1  9.7 1019.7   26.3  27.5  23.4   1.0    6
2022 11 03 0030   26.04   -89.82  65  8.6  9.6 1020.0   26.2  27.5  23.2   1.0    5
2022 11 03 0130   26.00   -89.82  61  8.0  9.3 1020.5   26.2  27.5  23.5   1.1    6
2022 11 03 0230   26.01   -89.82  58  7.9  8.7 1020.8   26.1  27.4  22.9   1.1    5
2022 11 03 0330   26.02   -89.82  65  7.2  8.1 1020.9   26.1  27.4  23.1   1.1    5
2022 11 03 0430   26.03   -89.82  59  6.3  7.1 1020.7   26.0  27.4  23.0   1.0    5
2022 11 03 0530   26.03   -89.82  59  6.0  6.8 1020.1   26.0  27.4  22.7   1.0    5
2022 11 03 0630   26.02   -89.82  59  6.8  7.3 1019.8   26.0  27.4  22.7   0.9    5
2022 11 03 0730   26.03   -89.81  73  5.1  5.5 1019.2   25.8  27.4  23.1   0.9    6
2022 11 03 0830   26.03   -89.81  63  5.6  6.2 1018.7   25.7  27.5  22.7   0.8    5
2022 11 03 0930   26.04   -89.82  55  6.6  7.6 1018.4   25.8  27.5  22.8   0.8    5
2022 11 03 1030   26.04   -89.82  54  6.9  7.6 1018.3   25.9  27.5  22.8   0.8    6
2022 11 03 1130   26.04   -89.81  67  6.8  7.5 1018.5   25.9  27.5  23.3   0.8    5
2022 11 03 1230   26.00   -89.82  69  6.4  7.2 1019.2   26.1  27.5  23.6   0.8    5
2022 11 03 1330   26.01   -89.82  61  7.0  8.0 1019.3   26.4  27.5  23.5   0.8    5
2022 11 03 1430   26.03   -89.81  72  7.4  7.9 1019.8   26.5  27.5  23.9   0.8    5
2022 11 03 1530   26.04   -89.81  72  7.5  8.3 1020.0   26.7  27.5  24.1   0.8    6
2022 11 03 1630   26.00   -89.82  74  7.4  8.5 1020.1   26.7  27.5  24.2   0.9    5
2022 11 03 1730   26.02   -89.82  66  7.0  7.9 1019.4   26.7  27.5  24.2   0.8    5
2022 11 03 1830   26.03   -89.81  65  6.8  7.5 1018.3   26.8  27.6  24.6   0.8    5
2022 11 03 1930   26.04   -89.81  68  7.2  7.8 1017.7   26.9  27.6  24.7   0.8    5
2022 11 03 2030   26.01   -89.82  64  7.0  8.0 1017.4   26.9  27.6  24.8   0.9    5
2022 11 03 2130   26.01   -89.82  67  6.8  7.4 1017.2   26.9  27.6  24.9   0.9    4
2022 11 03 2230   26.02   -89.82  73  7.4  8.4 1017.1   27.0  27.5  25.2   0.9    5
2022 11 03 2330   26.03   -89.81  81  6.1  7.4 1017.4   27.0  27.5  25.2   0.9    5
2022 11 04 0030   26.04   -89.81  80  7.0  7.8 1017.5   27.0  27.5  25.4   0.8    5
2022 11 04 0130   26.01   -89.82  72  7.0  7.7 1017.8   26.9  27.5  25.4   0.8    5
2022 11 04 0230   26.01   -89.82  75  7.4  8.1 1017.9   27.0  27.5  25.4   0.8    5
2022 11 04 0330   26.02   -89.82  80  7.3  8.2 1018.2   27.0  27.5  25.4   0.8    4
2022 11 04 0430   26.04   -89.81  87  7.6  8.4 1017.7   27.1  27.5  25.3   0.9    5
2022 11 04 0530   26.01   -89.82 118  6.1  6.9 1017.4   27.2  27.5  25.1   0.9    5
2022 11 04 0630   26.01   -89.82 117  6.2  7.9 1016.8   26.5  27.5  24.7   0.8    5
2022 11 04 0830   26.04   -89.81 136  6.3  6.9 1015.5   27.2  27.5  24.5   0.8    5
2022 11 04 0930   26.00   -89.82 130  7.2  7.9 1015.3   27.1  27.5  24.5   0.8    4
2022 11 04 1030   26.02   -89.81 120  6.6  7.5 1015.2   27.1  27.5  24.1   0.8    4
2022 11 04 1130   26.04   -89.81 128  5.9  6.5 1015.5   27.2  27.5  24.0   0.8    3
2022 11 04 1230   26.01   -89.82 127  5.6  6.2 1016.2   27.1  27.5  24.4   0.9    5
2022 11 04 1330   26.03   -89.81 128  6.5  7.1 1016.8   27.4  27.5  24.4   0.8    4
2022 11 04 1430   26.03   -89.81 127  6.2  6.9 1017.3   27.5  27.5  24.2   0.9    5
2022 11 04 1530   26.01   -89.82 129  5.5  6.1 1017.8   27.5  27.5  24.5   0.9    5
2022 11 04 1730   26.02   -89.82 124  6.6  7.3 1016.6   27.6  27.6  24.5   0.9    5
2022 11 04 1830   26.02   -89.82 137  5.9  7.0 1015.8   27.5  27.6  24.2   0.9    5
2022 11 04 1930   26.04   -89.81 134  5.9  7.2 1015.1   27.5  27.7  24.2   0.9    5
2022 11 04 2030   26.00   -89.82 139  5.9  6.8 1014.6   27.4  27.7  24.4   0.9    5
2022 11 04 2130   26.02   -89.81 139  5.5  6.4 1014.4   27.5  27.7  24.4   0.9    5
2022 11 04 2230   26.03   -89.81 136  6.2  7.1 1014.2   27.3  27.6  24.0   0.9    5
2022 11 04 2330   26.01   -89.82 129  6.9  7.8 1014.3   27.3  27.6  24.4   0.9    5
2022 11 05 0030   26.03   -89.81 126  6.5  7.1 1014.4   27.3  27.6  24.3   0.8    5
2022 11 05 0130   26.01   -89.82 123  6.4  7.6 1014.6   27.3  27.6  24.2   0.8    5
2022 11 05 0230   26.02   -89.81 122  7.7  8.4 1015.0   27.4  27.6  24.5   0.8    4
2022 11 05 0330   26.02   -89.81 112  6.9  7.6 1015.0   27.4  27.6  24.5   0.9    5
2022 11 05 0430   26.02   -89.82 119  7.5  8.5 1015.2   26.9  27.5  24.9   1.0    5
2022 11 05 0530   26.04   -89.81 102  8.0  9.6 1014.6   26.2  27.5  23.7   1.0    5
2022 11 05 0630   26.01   -89.82 121  7.3  8.8 1014.2   26.5  27.5  24.6   1.2    4
2022 11 05 0730   26.03   -89.81 115  7.3  8.3 1013.4   26.3  27.5  24.4   1.2    5
2022 11 05 0830   26.01   -89.82 120  6.9  7.6 1012.6   26.4  27.5  24.5   1.5    5
2022 11 05 0930   26.02   -89.82 144  8.6  9.7 1012.2   27.3  27.5  24.0   1.3    5
2022 11 05 1030   26.04   -89.81 141  8.1  9.1 1012.1   27.2  27.5  24.0   1.2    5
2022 11 05 1130   26.01   -89.82 151  6.7  8.5 1012.1   27.1  27.5  24.1   1.3    7
2022 11 05 1230   26.04   -89.81 151  8.8  9.5 1012.5   27.1  27.5  24.0   1.5    6
2022 11 05 1330   26.01   -89.82 157  8.2  9.1 1012.5   27.2  27.5  24.0   1.5    7
2022 11 05 1430   26.03   -89.81 153  7.0  8.3 1013.6   27.3  27.5  23.8   1.4    6
2022 11 05 1530   26.03   -89.81 153  5.5  6.2 1014.2   27.4  27.5  24.0   1.7    6
2022 11 05 1630   26.01   -89.82 138  6.5  6.9 1014.2   27.4  27.6  23.9   1.4    7
2022 11 05 1730   26.02   -89.82 153  5.4  6.0 1013.7   27.2  27.6  23.9   1.4    7
